,id,address,beds,baths,area,price,zestimate,best_deal,hdpData
350,51911763,"7247 Reservoir Rd, Springfield, VA 22150",3,4.0,2036,"$499,900",478400,21500,"{'homeInfo': {'zpid': 51911763, 'streetAddress': '7247 Reservoir Rd', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.794724, 'longitude': -77.19505, 'price': 499900.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 2036.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 478400, 'rentZestimate': 2600, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 499900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 382140.0, 'lotAreaValue': 2600.0, 'lotAreaUnit': 'sqft'}}"
120,51963194,"8980 Scott St, Springfield, VA 22153",4,3.0,2891,"$998,500",976983,21517,"{'homeInfo': {'zpid': 51963194, 'streetAddress': '8980 Scott St', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.744495, 'longitude': -77.252106, 'price': 998500.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2891.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 976983, 'rentZestimate': 3349, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 998500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 703030.0, 'lotAreaValue': 0.3426767676767677, 'lotAreaUnit': 'acres'}}"
48,124131570,"7561 Glen Pointe Ct, Springfield, VA 22153",4,4.0,5306,"$1,375,000",1352700,22300,"{'homeInfo': {'zpid': 124131570, 'streetAddress': '7561 Glen Pointe Ct', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.750866, 'longitude': -77.227684, 'price': 1375000.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 5306.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1352700, 'rentZestimate': 4958, 'listing_sub_type': {'is_openHouse': True, 'is_comingSoon': True}, 'openHouse': 'Sun. 2-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1375000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1662930000000, 'open_house_end': 1662937200000}]}, 'comingSoonOnMarketDate': 1662768000000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1104750.0, 'lotAreaValue': 10782.0, 'lotAreaUnit': 'sqft'}}"
133,63132838,"8706 Wadebrook Ter, Springfield, VA 22153",3,4.0,2138,"$569,000",544800,24200,"{'homeInfo': {'zpid': 63132838, 'streetAddress': '8706 Wadebrook Ter', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.72142, 'longitude': -77.21173, 'price': 569000.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 2138.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 544800, 'rentZestimate': 2350, 'listing_sub_type': {'is_openHouse': True, 'is_comingSoon': True}, 'openHouse': 'Sat. 1-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 569000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1662840000000, 'open_house_end': 1662850800000}, {'open_house_start': 1662926400000, 'open_house_end': 1662937200000}]}, 'comingSoonOnMarketDate': 1662508800000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 440320.0, 'lotAreaValue': 1857.0, 'lotAreaUnit': 'sqft'}}"
343,89096593,"7515 Oriole Ave, Springfield, VA 22150",6,9.0,12341,"$1,999,888",1972500,27388,"{'homeInfo': {'zpid': 89096593, 'streetAddress': '7515 Oriole Ave', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.770786, 'longitude': -77.204185, 'price': 1999888.0, 'bathrooms': 9.0, 'bedrooms': 6.0, 'livingArea': 12341.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1972500, 'rentZestimate': 11099, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sun. 1-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1999888.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1662926400000, 'open_house_end': 1662937200000}, {'open_house_start': 1663531200000, 'open_house_end': 1663542000000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 2889150.0, 'lotAreaValue': 1.0912, 'lotAreaUnit': 'acres'}}"
126,51936543,"6814 Landor Ln, Springfield, VA 22152",4,4.0,2245,"$695,000",660000,35000,"{'homeInfo': {'zpid': 51936543, 'streetAddress': '6814 Landor Ln', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.766285, 'longitude': -77.22906, 'price': 695000.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 2245.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 660000, 'rentZestimate': 3028, 'listing_sub_type': {'is_openHouse': True, 'is_comingSoon': True}, 'openHouse': '9/18 1-3pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 695000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1663531200000, 'open_house_end': 1663538400000}]}, 'comingSoonOnMarketDate': 1663286400000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 524740.0, 'lotAreaValue': 0.2519742883379247, 'lotAreaUnit': 'acres'}}"
78,51912681,"7205 Giles Pl, Springfield, VA 22150",3,2.0,1928,"$650,000",605300,44700,"{'homeInfo': {'zpid': 51912681, 'streetAddress': '7205 Giles Pl', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.791412, 'longitude': -77.19223, 'price': 650000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1928.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 605300, 'rentZestimate': 2600, 'listing_sub_type': {'is_openHouse': True, 'is_comingSoon': True}, 'openHouse': 'Sat. 1-3pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 650000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1662840000000, 'open_house_end': 1662847200000}, {'open_house_start': 1662926400000, 'open_house_end': 1662933600000}]}, 'comingSoonOnMarketDate': 1662681600000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 511020.0, 'lotAreaValue': 0.28542240587695134, 'lotAreaUnit': 'acres'}}"
106,51943205,"7309 Beverly Park Dr, Springfield, VA 22150",6,3.0,2016,"$649,990",595200,54790,"{'homeInfo': {'zpid': 51943205, 'streetAddress': '7309 Beverly Park Dr', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.75946, 'longitude': -77.19111, 'price': 649990.0, 'bathrooms': 3.0, 'bedrooms': 6.0, 'livingArea': 2016.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 595200, 'rentZestimate': 2335, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 649990.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 430440.0, 'lotAreaValue': 3440.0, 'lotAreaUnit': 'sqft'}}"
80,51937417,"7910 Harwood Pl, Springfield, VA 22152",4,2.0,2500,"$729,900",667700,62200,"{'homeInfo': {'zpid': 51937417, 'streetAddress': '7910 Harwood Pl', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.777996, 'longitude': -77.21841, 'price': 729900.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 2500.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 667700, 'rentZestimate': 2900, 'listing_sub_type': {'is_comingSoon': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 729900.0, 'comingSoonOnMarketDate': 1662681600000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 543820.0, 'lotAreaValue': 0.2858356290174472, 'lotAreaUnit': 'acres'}}"
113,118440885,"8561 Mazzello Pl, Springfield, VA 22153",4,4.0,3020,"$950,000",886400,63600,"{'homeInfo': {'zpid': 118440885, 'streetAddress': '8561 Mazzello Pl', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.728024, 'longitude': -77.20433, 'price': 950000.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 3020.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 886400, 'rentZestimate': 3449, 'listing_sub_type': {'is_comingSoon': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 950000.0, 'comingSoonOnMarketDate': 1663286400000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 722400.0, 'lotAreaValue': 5166.0, 'lotAreaUnit': 'sqft'}}"
89,51912458,"5908 Brunswick St, Springfield, VA 22150",5,2.0,1200,"$600,000",518300,81700,"{'homeInfo': {'zpid': 51912458, 'streetAddress': '5908 Brunswick St', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.790047, 'longitude': -77.18872, 'price': 600000.0, 'bathrooms': 2.0, 'bedrooms': 5.0, 'livingArea': 1200.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 518300, 'rentZestimate': 2600, 'listing_sub_type': {'is_comingSoon': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 600000.0, 'comingSoonOnMarketDate': 1662595200000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 465940.0, 'lotAreaValue': 9262.0, 'lotAreaUnit': 'sqft'}}"
127,51944619,"6400 Greenleaf St, Springfield, VA 22150",3,5.0,4646,"$949,900",817200,132700,"{'homeInfo': {'zpid': 51944619, 'streetAddress': '6400 Greenleaf St', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.776875, 'longitude': -77.16306, 'price': 949900.0, 'bathrooms': 5.0, 'bedrooms': 3.0, 'livingArea': 4646.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 817200, 'rentZestimate': 3658, 'listing_sub_type': {'is_newHome': True, 'is_comingSoon': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 949900.0, 'comingSoonOnMarketDate': 1667174400000, 'newConstructionType': 'BUILDER_SPEC', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 642410.0, 'lotAreaValue': 0.42525252525252527, 'lotAreaUnit': 'acres'}}"
131,51913386,"7509 June St, Springfield, VA 22150",4,3.0,2084,"$795,000",592600,202400,"{'homeInfo': {'zpid': 51913386, 'streetAddress': '7509 June St', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.789066, 'longitude': -77.2031, 'price': 795000.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2084.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 592600, 'rentZestimate': 2889, 'listing_sub_type': {'is_comingSoon': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 795000.0, 'comingSoonOnMarketDate': 1663286400000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 478320.0, 'lotAreaValue': 10800.0, 'lotAreaUnit': 'sqft'}}"
52,2061741951,"7714 Lexton Pl #C, Springfield, VA 22152",2,2.0,1075,"$324,950",0,324950,"{'homeInfo': {'zpid': 2061741951, 'streetAddress': '7714 Lexton Pl #C', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.76125, 'longitude': -77.21301, 'price': 324950.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1075.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 324950.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# C'}}"
346,2062227944,"7091 Spring Garden Dr APT TL1, Springfield, VA 22150",3,2.0,1237,"$330,000",0,330000,"{'homeInfo': {'zpid': 2062227944, 'streetAddress': '7091 Spring Garden Dr APT TL1', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.773285, 'longitude': -77.187355, 'price': 330000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1237.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 330000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt TL1'}}"
348,51906142,"8318 Kingsgate Rd #543, Springfield, VA 22152",3,2.0,1270,"$330,000",0,330000,"{'homeInfo': {'zpid': 51906142, 'streetAddress': '8318 Kingsgate Rd #543', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.792053, 'longitude': -77.23212, 'price': 330000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1270.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 330000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 280470.0, 'unit': '# 543'}}"
339,2061716426,"8116 Kingsway Ct #277, Springfield, VA 22152",2,2.0,1120,"$346,200",0,346200,"{'homeInfo': {'zpid': 2061716426, 'streetAddress': '8116 Kingsway Ct #277', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.79045, 'longitude': -77.225105, 'price': 346200.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1120.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 346200.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 277'}}"
347,2062458186,"8322 Darlington St #463, Springfield, VA 22152",2,2.0,992,"$360,000",0,360000,"{'homeInfo': {'zpid': 2062458186, 'streetAddress': '8322 Darlington St #463', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.79151, 'longitude': -77.23249, 'price': 360000.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 992.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 360000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 463'}}"
135,2063022970,"7300-7300 Edge Creek Ln #A, Springfield, VA 22152",,,,"$362,000",0,362000,"{'homeInfo': {'zpid': 2063022970, 'streetAddress': '7300-7300 Edge Creek Ln #A', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.757572, 'longitude': -77.22963, 'price': 362000.0, 'datePriceChanged': 1658732400000, 'homeType': 'LOT', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$37,500 (Jul 25)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 362000.0, 'priceChange': -37500, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# A', 'lotAreaValue': 0.6462121212121212, 'lotAreaUnit': 'acres'}}"
372,51968055,"7928 Pebble Brook Ct, Springfield, VA 22153",3,3.0,1908,"$499,900",0,499900,"{'homeInfo': {'zpid': 51968055, 'streetAddress': '7928 Pebble Brook Ct', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.74229, 'longitude': -77.22805, 'price': 499900.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1908.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 499900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 414440.0, 'lotAreaValue': 2694.0, 'lotAreaUnit': 'sqft'}}"
129,51967643,"8006 Carbondale Way, Springfield, VA 22153",3,4.0,1496,"$509,980",0,509980,"{'homeInfo': {'zpid': 51967643, 'streetAddress': '8006 Carbondale Way', 'zipcode': '22153', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.74063, 'longitude': -77.21718, 'price': 509980.0, 'datePriceChanged': 1659942000000, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1496.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$19,920 (Aug 8)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 509980.0, 'priceChange': -19920, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 424890.0, 'lotAreaValue': 1650.0, 'lotAreaUnit': 'sqft'}}"
136,168086392,"7215 Oriole Ave, Springfield, VA 22150",,,,"$549,000",0,549000,"{'homeInfo': {'zpid': 168086392, 'streetAddress': '7215 Oriole Ave', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.771835, 'longitude': -77.19237, 'price': 549000.0, 'homeType': 'LOT', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'rentZestimate': 1590, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 549000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 258000.0, 'lotAreaValue': 0.6245408631772268, 'lotAreaUnit': 'acres'}}"
365,51937060,"6318 Millwood Cir, Springfield, VA 22152",3,4.0,1966,"$595,000",0,595000,"{'homeInfo': {'zpid': 51937060, 'streetAddress': '6318 Millwood Cir', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.777294, 'longitude': -77.23515, 'price': 595000.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1966.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 595000.0, 'videoCount': 1, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 509560.0, 'lotAreaValue': 1870.0, 'lotAreaUnit': 'sqft'}}"
56,51937723,"7718 Glenister Dr, Springfield, VA 22152",4,3.0,1609,"$640,000",0,640000,"{'homeInfo': {'zpid': 51937723, 'streetAddress': '7718 Glenister Dr', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.775562, 'longitude': -77.212585, 'price': 640000.0, 'datePriceChanged': 1660719600000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 1609.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$50,000 (Aug 17)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 640000.0, 'priceChange': -50000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 522840.0, 'lotAreaValue': 10500.0, 'lotAreaUnit': 'sqft'}}"
132,51912938,"7302 Dickenson St, Springfield, VA 22150",5,7.0,1092,"$1,198,800",504900,693900,"{'homeInfo': {'zpid': 51912938, 'streetAddress': '7302 Dickenson St', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.782425, 'longitude': -77.195015, 'price': 1198800.0, 'bathrooms': 7.0, 'bedrooms': 5.0, 'livingArea': 1092.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 504900, 'rentZestimate': 2300, 'listing_sub_type': {'is_newHome': True, 'is_comingSoon': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1198800.0, 'comingSoonOnMarketDate': 1675209600000, 'newConstructionType': 'BUILDER_SPEC', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 419050.0, 'lotAreaValue': 10548.0, 'lotAreaUnit': 'sqft'}}"
114,51913919,"5906 Flanders St, Springfield, VA 22150",5,4.0,2392,"$699,900",0,699900,"{'homeInfo': {'zpid': 51913919, 'streetAddress': '5906 Flanders St', 'zipcode': '22150', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.789566, 'longitude': -77.18167, 'price': 699900.0, 'datePriceChanged': 1659078000000, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 2392.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$15,100 (Jul 29)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 699900.0, 'priceChange': -15100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 607850.0, 'lotAreaValue': 10316.0, 'lotAreaUnit': 'sqft'}}"
138,246583374,"7300 Edge Creek Ln, Springfield, VA 22152",,,,"$724,000",0,724000,"{'homeInfo': {'zpid': 246583374, 'streetAddress': '7300 Edge Creek Ln', 'zipcode': '22152', 'city': 'Springfield', 'state': 'VA', 'latitude': 38.757565, 'longitude': -77.22963, 'price': 724000.0, 'datePriceChanged': 1658732400000, 'homeType': 'LOT', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'rentZestimate': 1936, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$75,000 (Jul 25)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 724000.0, 'priceChange': -75000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 14000.0, 'lotAreaValue': 1.6833, 'lotAreaUnit': 'acres'}}"
